iter	RMSE
188	135226.215
189	135078.6545
190	134845.7232
191	134630.3078
192	134432.9779
193	134225.8474
194	134028.2386
195	133886.4552
196	133728.0895
197	133545.9949
198	133365.5186
199	133217.4721
200	133009.8576
201	132864.9311
202	132718.3569
203	132520.3512
204	132352.3361
205	132176.0956
206	131921.2711
207	131762.3932
208	131590.7532
209	131463.9346
210	131293.8694
211	131110.9022
212	130968.5448
213	130853.9162
214	130612.5656
215	130484.2558
216	130300.0612
217	130107.7167
218	129961.1496
219	129807.2345
220	129653.4685
221	129525.0338
222	129401.5239
223	129238.8796
224	129129.1733
225	128967.6784
226	128750.2482
227	128629.4833
228	128479.6917
229	128362.7575
230	128214.7644
231	128097.0551
232	127981.8496
233	127870.6548
234	127748.9373
235	127627.8486
236	127492.3937
237	127371.4042
238	127225.6768
239	127131.1252
240	126963.1183
241	126817.1259
242	126699.0177
243	126574.2495
244	126452.1195
245	126344.4304
246	126233.8428
247	126087.133
248	125938.3334
249	125822.6596
250	125737.2331
251	125625.325
252	125494.2302
253	125360.3782
254	125228.0116
255	125149.4016
256	125042.1902
257	124940.9964
258	124834.4555
259	124726.3752
260	124616.7684
261	124509.8747
262	124359.228
263	124265.925
264	124145.6522
265	124041.5838
266	123936.1535
267	123860.2856
268	123755.1039
269	123682.862
270	123592.7986
271	123492.7505
272	123424.7775
273	123329.2011
274	123222.9626
275	123132.4488
276	123020.0271
277	122859.6913
278	122766.3538
279	122683.5995
280	122596.4091
281	122515.3499
282	122437.6358
283	122328.4505
284	122246.1917
285	122152.1683
286	122072.2094
287	121982.8711
288	121911.0327
289	121842.1535
290	121771.203
291	121665.5368
292	121572.4164
293	121470.5938
294	121371.4665
295	121289.6826
296	121213.1474
297	121127.7915
298	121056.6534
299	120949.7412
300	120875.6825
301	120771.4711
302	120715.1487
303	120604.6132
304	120504.2001
305	120417.2659
306	120346.8948
307	120276.2533
308	120182.8629
309	120094.1554
310	120014.6751
311	119940.4782
312	119863.0605
313	119815.695
314	119764.7817
315	119680.2568
316	119604.2763
317	119537.9631
318	119467.5534
319	119403.2718
320	119337.4069
321	119279.5684
322	119198.4034
323	119113.4685
324	119025.0137
325	118965.5576
326	118882.7385
327	118806.9597
328	118750.3688
329	118677.6737
330	118622.7954
331	118537.2153
332	118456.5276
333	118390.3705
334	118321.8077
335	118266.5202
336	118206.7844
337	118141.5337
338	118083.6059
339	118010.9447
340	117951.4521
341	117880.4576
342	117822.1643
343	117769.5217
344	117682.1005
345	117602.4349
346	117551.0631
347	117466.3021
348	117376.3552
349	117316.9031
350	117247.9017
351	117183.3987
352	117110.7621
353	117053.7211
354	117001.696
355	116949.5235
356	116897.0789
357	116842.2452
358	116786.7284
359	116722.5701
360	116643.3891
361	116584.2105
362	116526.82
363	116460.4596
364	116394.1258
365	116354.2595
366	116303.3796
367	116204.0737
368	116153.634
369	116067.439
370	116004.9982
371	115949.7513
372	115883.8461
373	115832.3545
374	115779.8355
375	115739.0002
376	115684.6504
377	115630.516
378	115579.0707
379	115514.4481
380	115459.1282
381	115393.2029
382	115337.1494
383	115293.7797
384	115223.7317
385	115124.5889
386	115077.7236
387	115030.6213
388	114968.108
389	114892.8277
390	114832.884
391	114776.1105
392	114731.0818
393	114679.0533
394	114629.7638
395	114566.7858
396	114530.9801
397	114482.0109
398	114441.4118
399	114381.7123
400	114331.652
401	114278.0387
402	114225.4385
403	114164.9605
404	114117.5805
405	114068.7815
406	114002.8485
407	113945.3214
408	113903.7399
409	113843.543
410	113774.4115
411	113717.9806
412	113656.8624
413	113620.4414
414	113577.4773
415	113536.1202
416	113500.3263
417	113443.6849
418	113390.0269
419	113283.2947
420	113236.1931
421	113200.4342
422	113138.07
423	113102.4433
424	113055.8427
425	113001.87
426	112958.6623
427	112902.7497
428	112846.0521
429	112796.0418
430	112760.5428
431	112704.4013
432	112665.4484
433	112615.4891
434	112561.4644
435	112517.4527
436	112479.2947
437	112410.09
438	112371.7113
439	112328.2337
440	112279.1956
441	112232.7969
442	112178.246
443	112121.7231
444	112071.3659
445	112016.5216
446	111978.6779
447	111948.4247
448	111906.8301
449	111853.0638
450	111823.0529
451	111782.6833
452	111731.0753
453	111692.1387
454	111648.9621
455	111593.9792
456	111546.9343
457	111500.4992
458	111446.5579
459	111417.0018
460	111373.5192
461	111322.5298
462	111278.6927
463	111249.5556
464	111183.6775
465	111142.3071
466	111084.2797
467	111044.4486
468	111001.8645
469	110943.1623
470	110892.5621
471	110833.0577
472	110808.747
473	110772.2643
474	110707.7316
475	110673.5654
476	110619.6243
477	110582.0262
478	110536.6588
479	110491.8237
480	110462.5311
481	110413.7757
482	110373.4883
483	110338.6928
484	110296.9916
485	110247.789
486	110221.2788
487	110162.9512
488	110125.1945
489	110082.3931
490	110058.3315
491	110009.6304
492	109934.9064
493	109900.9506
494	109859.6552
495	109824.501
496	109756.8901
497	109722.702
498	109675.3478
499	109640.6741
500	109614.4797
501	109582.7096
502	109533.23
503	109505.6925
504	109477.165
505	109435.3714
506	109406.843
507	109370.8473
508	109330.505
509	109297.171
510	109248.1884
511	109225.8634
512	109187.0368
513	109143.0368
514	109098.3393
515	109065.108
516	109011.794
517	108964.8719
518	108936.0334
519	108908.7231
520	108871.3462
521	108816.595
522	108778.6269
523	108736.7381
524	108709.5453
525	108677.5406
526	108629.3735
527	108600.6174
528	108566.301
529	108522.9697
530	108480.0886
531	108443.3221
532	108413.9686
533	108363.5898
534	108328.7919
535	108289.5746
536	108257.0363
537	108222.0239
538	108191.7028
539	108156.7498
540	108129.2328
541	108094.4056
542	108057.258
543	108032.7789
544	107953.8415
545	107921.6931
546	107883.3203
547	107857.4443
548	107826.9135
549	107809.3304
550	107763.9805
551	107711.1587
552	107687.3988
553	107659.2216
554	107631.4295
555	107595.9167
556	107565.3742
557	107538.1971
558	107501.3047
559	107467.7933
560	107438.1548
561	107415.8746
562	107369.9625
563	107340.9871
564	107315.6729
565	107245.914
566	107210.7801
567	107175.6898
568	107140.2964
569	107107.0398
570	107074.411
571	107049.7611
572	107017.8456
573	106994.7694
574	106961.4394
575	106933.2889
576	106905.0972
577	106880.5089
578	106843.7643
579	106780.1702
580	106732.3323
581	106691.1486
582	106664.5011
583	106613.8515
584	106580.2941
585	106545.0412
586	106522.5518
587	106483.6292
588	106455.0561
589	106421.9899
590	106391.5261
591	106366.4939
592	106327.2233
593	106306.6672
594	106276.9384
595	106251.2742
596	106214.5887
597	106151.9372
598	106105.8904
599	106083.7626
600	106060.5491
601	106032.5957
602	106006.3682
603	105980.4975
604	105933.733
605	105904.8138
606	105869.5356
607	105833.5321
608	105812.0031
609	105736.8688
610	105703.7369
611	105675.181
612	105646.6467
613	105605.2951
614	105574.7495
615	105514.5707
616	105481.5612
617	105446.07
618	105416.9211
619	105362.8234
620	105333.2962
621	105307.1843
622	105275.3039
623	105248.0113
624	105214.903
625	105179.4226
626	105153.3944
627	105109.517
628	105088.5521
629	105067.2808
630	105032.0986
631	105001.2952
632	104954.6277
633	104921.7639
634	104878.5931
635	104832.4195
636	104786.4622
637	104740.2029
638	104704.5698
639	104667.425
640	104630.6809
641	104602.1979
642	104580.5466
643	104539.5505
644	104516.6703
645	104488.27
646	104462.0901
647	104431.866
648	104393.756
649	104356.1629
650	104330.0465
651	104308.5667
652	104277.9188
653	104231.9242
654	104201.7103
655	104157.277
656	104130.7162
657	104082.612
658	104053.5874
659	104028.9477
660	103997.9467
661	103974.0463
662	103950.8093
663	103917.8735
664	103875.9639
665	103840.6124
666	103810.7321
667	103785.8787
668	103748.489
669	103709.9259
670	103682.3022
671	103656.0021
672	103627.6939
673	103574.3245
674	103551.3653
675	103507.5685
676	103461.7344
677	103433.9478
678	103395.3594
679	103367.085
680	103336.3709
681	103294.6436
682	103273.3535
683	103242.3019
684	103209.9773
685	103175.9594
686	103151.1992
687	103117.3329
688	103096.0531
689	103072.9348
690	103049.8752
691	103014.4123
692	102983.3297
693	102948.6914
694	102926.0216
695	102895.4893
696	102866.3767
697	102829.3945
698	102804.5326
699	102787.7202
700	102770.1534
701	102745.6541
702	102712.6171
703	102669.2475
704	102643.9989
705	102617.7797
706	102587.9057
707	102555.6952
708	102531.5904
709	102509.4541
710	102477.0768
711	102458.1123
712	102434.4027
713	102406.3108
714	102385.5878
715	102366.9974
716	102326.4661
717	102290.1742
718	102250.6974
719	102217.5476
720	102189.4891
721	102163.0165
722	102125.6677
723	102100.8281
724	102068.5261
725	102047.2078
726	102021.8698
727	102002.7424
728	101969.0462
729	101950.7146
730	101905.2661
731	101885.8199
732	101868.5248
733	101820.5292
734	101784.961
735	101753.1849
736	101730.8926
737	101702.4742
738	101676.7576
739	101650.5287
740	101624.9756
741	101606.9181
742	101577.145
743	101554.4261
744	101537.0951
745	101508.8385
746	101491.8955
747	101457.705
748	101430.036
749	101409.4568
750	101394.86
751	101379.1174
752	101351.7164
753	101332.1309
754	101315.0594
755	101294.0343
756	101273.8243
757	101227.6967
758	101206.935
759	101191.662
760	101164.7848
761	101135.7119
762	101103.2613
763	101080.1828
764	101053.2702
765	101016.9682
766	100986.0617
767	100967.7549
768	100948.4081
769	100923.9288
770	100890.5264
771	100858.3707
772	100842.3948
773	100823.1354
774	100793.8613
775	100759.0273
776	100727.6554
777	100696.9526
778	100672.2069
779	100640.9945
780	100609.6147
781	100581.7284
782	100552.8145
783	100527.1959
784	100500.7973
785	100477.7811
786	100448.7103
787	100427.2422
788	100401.782
789	100381.0623
790	100352.3869
791	100329.8578
792	100301.5339
793	100275.6201
794	100242.2545
795	100226.4451
796	100197.9894
797	100177.9576
798	100140.8288
799	100111.0291
800	100077.6672
801	100053.4539
802	100022.558
803	100001.7515
804	99969.93182
805	99939.903
806	99925.43424
807	99907.64577
808	99875.3295
809	99842.19364
810	99828.45291
811	99814.11779
812	99781.50942
813	99756.58554
814	99727.76526
815	99703.40015
816	99675.97687
817	99663.21233
818	99640.44654
819	99613.72507
820	99590.71329
821	99564.1475
822	99549.43204
823	99525.5179
824	99511.31792
825	99483.86786
826	99461.62705
827	99430.67036
828	99399.62691
829	99375.90486
830	99356.82548
831	99332.35748
832	99298.09761
833	99278.40016
834	99260.4735
835	99229.79972
836	99208.41327
837	99194.43307
838	99171.3145
839	99137.56289
840	99111.06163
841	99085.0543
842	99055.38105
843	99027.1204
844	99003.84632
845	98990.26134
846	98954.71691
847	98940.97477
848	98924.22633
849	98912.51543
850	98890.55403
851	98862.68998
852	98834.65237
853	98809.14326
854	98782.63605
855	98760.88861
856	98742.24251
857	98720.59012
858	98699.29959
859	98670.83774
860	98650.75805
861	98623.72627
862	98598.21116
863	98575.58241
864	98552.61888
865	98528.23524
866	98498.01592
867	98489.62254
868	98462.09749
869	98435.21805
870	98415.51389
871	98392.23489
872	98378.76782
873	98356.37466
874	98331.59708
875	98314.7793
876	98288.76503
877	98270.60942
878	98262.37726
879	98237.96198
880	98209.90307
881	98186.42406
882	98158.04804
883	98143.1207
884	98112.5803
885	98091.62363
886	98065.16676
887	98047.82149
888	98023.02754
889	98001.35135
890	97979.42108
891	97956.84181
892	97936.82427
893	97917.31965
894	97906.8717
895	97882.51951
896	97864.73107
897	97854.4798
898	97833.89049
899	97808.90518
900	97782.29407
901	97768.01328
902	97744.59476
903	97718.59548
904	97699.04324
905	97683.50438
906	97658.61169
907	97631.2915
908	97612.73985
909	97598.03047
910	97573.8466
911	97550.17338
912	97535.39759
913	97515.24481
914	97503.94674
915	97478.39642
916	97457.13837
917	97432.74707
918	97408.97439
919	97388.34016
920	97364.53959
921	97350.84091
922	97331.60376
923	97310.76474
924	97283.10318
925	97254.06475
926	97237.35429
927	97214.44829
928	97195.09818
929	97183.25547
930	97146.55193
931	97113.55078
932	97096.43301
933	97073.07689
934	97060.98856
935	97043.28223
936	97028.84015
937	97016.2608
938	96996.22379
939	96984.18744
940	96953.3053
941	96929.4467
942	96911.94897
943	96890.8526
944	96872.97466
945	96849.21196
946	96830.18679
947	96811.1363
948	96785.8982
949	96766.0568
950	96739.95977
951	96722.16616
952	96712.54285
953	96693.19485
954	96675.32201
955	96648.96548
956	96634.06702
957	96609.05755
958	96594.12918
959	96576.69897
960	96561.02058
961	96537.5191
962	96522.25392
963	96501.56009
964	96475.42527
965	96456.95221
966	96437.41863
967	96421.23243
968	96409.38895
969	96389.97322
970	96370.35216
971	96351.19094
972	96339.65348
973	96322.43188
974	96305.71774
975	96283.37894
976	96259.67106
977	96228.6068
978	96216.77383
979	96194.09589
980	96170.94415
981	96159.18552
982	96145.17522
983	96132.8162
984	96107.91885
985	96093.34364
986	96065.17621
987	96041.87939
988	96025.16171
989	96004.84993
990	95984.19798
991	95963.74898
992	95930.00522
993	95914.30281
994	95895.49283
995	95876.47097
996	95864.72788
997	95845.82866
998	95828.61022
999	95822.3488
1000	95796.69944
1001	95782.2496
1002	95762.51806
1003	95734.41416
1004	95717.88423
1005	95692.08421
1006	95680.78228
1007	95661.4906
1008	95639.7176
1009	95618.53116
1010	95597.1914
1011	95580.56754
1012	95556.57093
1013	95529.81723
1014	95516.54905
1015	95500.30479
1016	95479.29782
1017	95457.78418
1018	95435.65862
1019	95414.07783
1020	95393.45629
1021	95373.94906
1022	95356.17243
1023	95335.77298
1024	95316.73637
1025	95303.96337
1026	95287.30625
1027	95273.4737
1028	95251.35137
1029	95230.62037
1030	95203.78604
1031	95179.38698
1032	95154.82467
1033	95129.69036
1034	95108.14594
1035	95084.16067
1036	95066.56319
1037	95043.6138
1038	95026.54907
1039	95001.41393
1040	94982.40534
1041	94958.8853
1042	94945.23324
1043	94916.81036
1044	94901.23154
1045	94874.30923
1046	94858.13073
1047	94836.46524
1048	94827.08024
1049	94805.38402
1050	94795.01809
1051	94773.45926
1052	94751.66871
1053	94745.44086
1054	94722.71618
1055	94712.59852
1056	94696.0329
1057	94675.86224
1058	94664.4434
1059	94649.22789
1060	94630.08956
1061	94612.86522
1062	94588.08757
1063	94577.74284
1064	94567.23927
1065	94550.87061
1066	94535.5815
1067	94511.04079
1068	94496.74221
1069	94477.17619
1070	94465.33259
1071	94442.54545
1072	94436.51326
1073	94420.37325
1074	94388.93931
1075	94383.02511
1076	94365.65178
1077	94340.67205
1078	94317.91939
1079	94298.51507
1080	94279.32984
1081	94263.63154
1082	94250.29855
1083	94235.44667
1084	94215.55336
1085	94185.27279
1086	94169.53044
1087	94156.52012
1088	94150.80627
1089	94130.60702
1090	94105.01501
1091	94081.74458
1092	94059.05691
1093	94046.37198
1094	94028.11728
1095	94001.64099
1096	93985.11219
1097	93963.43362
1098	93944.10599
1099	93922.70114
1100	93903.6773
1101	93891.39921
1102	93868.82496
1103	93858.85723
1104	93843.71324
1105	93831.4089
1106	93817.62492
1107	93794.9963
1108	93779.70247
1109	93757.09362
1110	93737.9913
1111	93717.16329
1112	93700.73322
1113	93679.43645
1114	93663.89572
1115	93647.92165
1116	93626.42259
1117	93617.04931
1118	93596.21381
1119	93582.58616
1120	93573.95563
1121	93563.85788
1122	93554.41918
1123	93537.88375
1124	93514.59821
1125	93499.68309
1126	93482.36171
1127	93459.85086
1128	93449.12126
1129	93436.97624
1130	93421.05841
1131	93400.66147
1132	93385.06986
1133	93372.15698
1134	93347.8352
1135	93329.54853
1136	93304.57718
1137	93289.65174
1138	93269.87124
1139	93253.03127
1140	93232.8864
1141	93217.73429
1142	93202.62995
1143	93193.5448
1144	93178.21212
1145	93167.2423
1146	93151.8115
1147	93133.17074
1148	93118.63646
1149	93103.47804
1150	93098.22339
1151	93079.64514
1152	93060.13144
1153	93048.43778
1154	93030.2715
1155	93012.01649
1156	92999.57034
1157	92982.94506
1158	92968.06914
1159	92948.6096
1160	92927.25264
1161	92913.63614
1162	92898.28345
1163	92883.68571
1164	92868.16403
1165	92847.12063
1166	92832.34706
1167	92815.08027
1168	92800.343
1169	92786.77698
1170	92768.03871
1171	92745.53072
1172	92725.19091
1173	92709.29401
1174	92697.82314
1175	92692.41967
1176	92674.90226
1177	92658.04116
1178	92652.90743
1179	92641.75065
1180	92627.2002
1181	92609.18157
1182	92595.10684
1183	92577.67277
1184	92564.71561
1185	92552.83342
1186	92539.68293
1187	92525.46154
1188	92503.71379
1189	92494.36698
1190	92481.25269
1191	92458.58121
1192	92440.03589
1193	92423.05434
1194	92404.55964
1195	92384.32019
1196	92373.46302
1197	92362.87528
1198	92349.38819
1199	92332.54237
1200	92320.2701
1201	92301.0003
1202	92295.7082
1203	92290.76865
1204	92274.0953
1205	92258.45631
1206	92243.60986
1207	92231.2275
1208	92207.67267
1209	92192.84606
1210	92175.43795
1211	92163.75739
1212	92147.15035
1213	92127.85355
1214	92109.686
1215	92094.91734
1216	92079.18374
1217	92067.92975
1218	92039.5913
1219	92021.96903
1220	92004.92804
1221	91986.84757
1222	91970.87632
1223	91958.59277
1224	91944.47601
1225	91926.65587
1226	91912.90013
1227	91891.85073
1228	91870.67939
1229	91853.7761
1230	91841.99012
1231	91828.59055
1232	91808.8845
1233	91794.63784
1234	91784.52839
1235	91762.28743
1236	91744.42054
1237	91728.18707
1238	91716.45687
1239	91702.92181
1240	91683.95869
1241	91662.65102
1242	91647.16473
1243	91633.39804
1244	91606.32734
1245	91589.38716
1246	91570.33124
1247	91554.55735
1248	91538.70547
1249	91522.43392
1250	91504.86271
1251	91496.56762
1252	91474.06915
1253	91456.23812
1254	91436.05806
1255	91421.33122
1256	91404.74423
1257	91387.75657
1258	91367.92032
1259	91357.86621
1260	91344.89447
1261	91328.42476
1262	91315.6293
1263	91299.60275
1264	91288.52707
1265	91276.30137
1266	91255.93069
1267	91240.01511
1268	91222.70985
1269	91209.00616
1270	91194.67163
1271	91173.86461
1272	91157.47321
1273	91138.75239
1274	91123.00167
1275	91108.06122
1276	91087.79095
1277	91074.46789
1278	91057.01673
1279	91039.12081
1280	91021.55934
1281	91005.08993
1282	90988.12182
1283	90977.03356
1284	90966.34186
1285	90953.50224
1286	90944.11957
1287	90926.45703
1288	90910.23328
1289	90898.94871
1290	90886.95076
1291	90875.75086
1292	90866.04794
1293	90855.24267
1294	90841.13661
1295	90818.56326
1296	90806.81693
1297	90794.255
1298	90777.3024
1299	90760.67794
1300	90744.53706
1301	90734.84458
1302	90715.45289
1303	90696.28602
1304	90672.60574
1305	90647.4217
1306	90617.96921
1307	90607.18296
1308	90592.35162
1309	90581.00255
1310	90556.79769
1311	90538.04498
1312	90522.26334
1313	90503.39269
1314	90487.11722
1315	90468.70007
1316	90452.78236
1317	90441.5258
1318	90423.85611
1319	90412.37323
1320	90397.23924
1321	90385.62682
1322	90370.13227
1323	90354.58861
1324	90340.113
1325	90323.14522
1326	90306.64164
1327	90289.40078
1328	90273.29624
1329	90261.51013
1330	90246.70326
1331	90231.09457
1332	90213.82825
1333	90198.68389
1334	90186.664
1335	90173.44685
1336	90159.89812
1337	90132.02921
1338	90120.85709
1339	90104.53022
1340	90091.40472
1341	90073.29623
1342	90058.26318
1343	90051.48478
1344	90037.09216
1345	90030.40654
1346	90010.24647
1347	89999.28494
1348	89987.55973
1349	89976.15964
1350	89959.21926
1351	89946.20248
1352	89931.17364
1353	89918.1633
1354	89896.97725
1355	89889.05417
1356	89875.95831
1357	89858.41213
1358	89838.66717
1359	89830.96247
1360	89809.39613
1361	89787.50844
1362	89772.69999
1363	89749.09757
1364	89734.63774
1365	89718.25511
1366	89694.7415
1367	89678.68115
1368	89666.77527
1369	89644.61201
1370	89622.11527
1371	89605.90849
1372	89590.29354
1373	89576.47399
1374	89565.53406
1375	89549.75949
1376	89534.59889
1377	89520.22213
1378	89497.4749
1379	89486.45627
1380	89473.627
1381	89458.04182
1382	89446.63687
1383	89434.45137
1384	89414.6152
1385	89402.47841
1386	89396.40774
1387	89384.69649
1388	89367.98766
1389	89356.69656
1390	89344.04868
1391	89328.66624
1392	89319.61814
1393	89300.51552
1394	89286.37344
1395	89258.96517
1396	89246.98919
1397	89225.96071
1398	89210.77559
1399	89194.9621
1400	89181.33444
1401	89166.45271
1402	89152.40261
1403	89135.9569
1404	89117.44235
1405	89099.90174
1406	89088.07873
1407	89070.03801
1408	89060.42695
1409	89045.31601
1410	89032.07921
1411	89009.17674
1412	88996.48198
1413	88980.38242
1414	88959.61577
1415	88948.29515
1416	88931.87249
1417	88921.3352
1418	88909.81297
1419	88896.04714
1420	88870.57904
1421	88855.31941
1422	88845.48894
1423	88827.39435
1424	88812.79969
1425	88801.20392
1426	88785.56948
1427	88775.28876
1428	88763.51098
1429	88759.14974
1430	88743.68173
1431	88730.70591
1432	88710.80526
1433	88693.75342
1434	88678.96823
1435	88664.66982
1436	88643.77072
1437	88634.04405
1438	88622.68127
1439	88607.50909
1440	88596.08226
1441	88582.84741
1442	88568.03797
1443	88547.06156
1444	88536.07958
1445	88522.07634
1446	88509.49422
1447	88489.83874
1448	88474.03599
1449	88461.44806
1450	88448.34514
1451	88434.08051
1452	88419.52438
1453	88404.8596
1454	88387.76199
1455	88377.82329
1456	88367.93214
1457	88352.14151
1458	88334.33373
1459	88316.66188
1460	88303.92165
1461	88288.79943
1462	88280.54427
1463	88268.31507
1464	88254.89354
1465	88239.96563
1466	88232.18765
1467	88218.40321
1468	88199.55185
1469	88189.89422
1470	88180.43189
1471	88165.65871
1472	88151.6498
1473	88138.73937
1474	88126.42936
1475	88113.90438
1476	88104.89193
1477	88088.93247
1478	88074.14117
1479	88060.07145
1480	88049.44254
1481	88040.51004
1482	88030.28286
1483	88020.66209
1484	88008.75889
1485	87998.87071
1486	87987.85084
1487	87971.81358
1488	87964.98986
1489	87945.55662
1490	87931.91857
1491	87917.967
1492	87904.22226
1493	87888.81207
1494	87880.127
1495	87865.15916
1496	87855.01531
1497	87840.46699
1498	87828.13945
1499	87813.16184
1500	87795.26249
1501	87782.89039
1502	87771.67433
1503	87758.9344
1504	87740.53792
1505	87728.16518
1506	87713.86554
1507	87699.34775
1508	87683.19713
1509	87672.49551
1510	87664.23577
1511	87650.83887
1512	87640.675
1513	87622.07521
1514	87612.0936
1515	87594.62513
1516	87581.47702
1517	87571.62549
1518	87554.6045
1519	87540.90825
1520	87524.2965
1521	87507.67745
1522	87495.78332
1523	87487.72524
1524	87470.25694
1525	87453.69406
1526	87428.896
1527	87414.29285
1528	87404.38573
1529	87390.59735
1530	87376.85791
1531	87361.81467
1532	87353.59475
1533	87329.53956
1534	87317.92149
1535	87302.99694
1536	87293.30966
1537	87282.38964
1538	87275.46961
1539	87266.15164
1540	87255.13964
1541	87243.90394
1542	87227.79934
1543	87212.15662
1544	87199.84706
1545	87183.07511
1546	87169.17489
1547	87159.91471
1548	87148.72073
1549	87135.45223
1550	87118.11664
1551	87103.43858
1552	87090.28059
1553	87078.72085
1554	87061.76001
1555	87048.80373
1556	87035.85686
1557	87029.37828
1558	87023.02118
1559	87015.13209
1560	87001.70888
1561	86987.54811
1562	86977.03689
1563	86962.45567
1564	86951.88413
1565	86946.25163
1566	86930.02123
1567	86916.77817
1568	86903.96471
1569	86885.00113
1570	86868.7271
1571	86855.52419
1572	86837.51489
1573	86823.85108
1574	86808.71848
1575	86798.27323
1576	86783.63787
1577	86765.27121
1578	86749.54651
1579	86734.83897
1580	86712.0082
1581	86699.81997
1582	86683.58996
1583	86667.81486
1584	86653.29144
1585	86639.64869
1586	86627.37235
1587	86611.14794
1588	86602.31468
1589	86598.98864
1590	86592.94491
1591	86576.92197
1592	86567.12321
1593	86559.54178
1594	86551.55298
1595	86535.99865
1596	86526.31234
1597	86511.1256
1598	86495.33859
1599	86481.57372
1600	86464.63314
1601	86452.48712
1602	86442.01437
1603	86427.25532
1604	86415.58645
1605	86404.64632
1606	86392.11741
1607	86378.44987
1608	86366.14434
1609	86352.04109
1610	86334.73102
1611	86326.9165
1612	86316.42687
1613	86310.39293
1614	86301.15217
1615	86287.84176
1616	86278.13922
1617	86270.84415
1618	86257.07204
1619	86247.60476
1620	86240.10523
1621	86231.5105
1622	86219.07742
1623	86202.77306
1624	86189.64676
1625	86183.10862
1626	86167.88632
1627	86158.56253
1628	86152.5426
1629	86129.9368
1630	86122.8337
1631	86109.64292
1632	86095.02414
1633	86078.15695
1634	86065.82536
1635	86048.4048
1636	86038.18733
1637	86028.35019
1638	86019.65726
1639	85999.6718
1640	85982.67331
1641	85970.75754
1642	85957.59937
1643	85951.79609
1644	85938.75207
1645	85926.20905
1646	85914.90262
1647	85901.86962
1648	85886.52584
1649	85875.3564
1650	85863.95403
1651	85842.46858
1652	85825.61483
1653	85814.69971
1654	85802.81595
1655	85789.47307
1656	85771.238
1657	85755.73771
1658	85745.98716
1659	85738.54213
1660	85725.87038
1661	85714.71963
1662	85707.67067
1663	85694.28802
1664	85687.0612
1665	85678.33528
1666	85667.35085
1667	85651.3379
1668	85639.32434
1669	85627.89929
1670	85620.84485
1671	85612.95395
1672	85605.813
1673	85588.62058
