iter	RMSE
1674	85581.69298
1675	85571.55544
1676	85559.19258
1677	85545.32447
1678	85537.92
1679	85522.44926
1680	85505.3718
1681	85493.17834
1682	85472.46708
1683	85453.85116
1684	85439.78892
1685	85428.77598
1686	85421.67689
1687	85408.90786
1688	85394.83366
1689	85389.02161
1690	85380.26503
1691	85367.84737
1692	85362.90738
1693	85352.20518
1694	85342.66972
1695	85326.26598
1696	85306.18227
1697	85293.39137
1698	85279.48045
1699	85267.15376
1700	85252.93121
1701	85247.31331
1702	85235.45668
1703	85222.20852
1704	85211.27597
1705	85199.18192
1706	85192.26695
1707	85182.8396
1708	85165.22439
1709	85147.65176
1710	85135.51337
1711	85123.70112
1712	85114.26438
1713	85106.57321
1714	85090.30587
1715	85079.68962
1716	85065.54991
1717	85054.28086
1718	85047.38123
1719	85036.42593
1720	85025.90393
1721	85018.64522
1722	85003.25531
1723	84988.77359
1724	84976.1441
1725	84960.76785
1726	84950.2243
1727	84939.47247
1728	84929.4082
1729	84918.44389
1730	84908.55962
1731	84896.57553
1732	84890.19612
1733	84880.04436
1734	84872.15485
1735	84856.49904
1736	84839.7403
1737	84833.4063
1738	84825.01005
1739	84818.70528
1740	84803.6734
1741	84791.58279
1742	84780.55451
1743	84764.61714
1744	84752.45147
1745	84747.60357
1746	84737.35991
1747	84730.24812
1748	84720.11217
1749	84713.54877
1750	84699.65165
1751	84694.32084
1752	84683.62696
1753	84673.29825
1754	84665.14198
1755	84658.55565
1756	84646.54307
1757	84629.9261
1758	84616.39189
1759	84600.53065
1760	84593.95131
1761	84584.80616
1762	84571.03812
1763	84559.86735
1764	84548.21071
1765	84538.28268
1766	84528.87572
1767	84518.10706
1768	84514.06984
1769	84502.91659
1770	84493.15408
1771	84489.11117
1772	84479.74415
1773	84473.79907
1774	84466.52129
1775	84455.00305
1776	84441.52572
1777	84431.07081
1778	84425.5247
1779	84416.9275
1780	84399.23684
1781	84386.06188
1782	84376.60347
1783	84363.35575
1784	84350.82595
1785	84338.82543
1786	84326.88803
1787	84318.10153
1788	84304.48864
1789	84300.52608
1790	84281.71314
1791	84272.89764
1792	84262.41038
1793	84253.13612
1794	84243.01328
1795	84231.41051
1796	84219.13928
1797	84213.33463
1798	84203.8923
1799	84191.14088
1800	84173.78163
1801	84158.60001
1802	84149.65237
1803	84141.37404
1804	84129.73618
1805	84112.25422
1806	84107.06797
1807	84096.52641
1808	84083.66379
1809	84070.09352
1810	84060.72667
1811	84048.35662
1812	84037.7097
1813	84025.82258
1814	84015.00355
1815	84005.73753
1816	83997.58558
1817	83986.38724
1818	83972.33856
1819	83957.17159
1820	83945.57234
1821	83938.10347
1822	83919.51439
1823	83915.3725
1824	83905.37605
1825	83896.47802
1826	83886.96979
1827	83877.61092
1828	83873.24271
1829	83867.08658
1830	83860.62023
1831	83849.91037
1832	83839.89459
1833	83827.24406
1834	83816.46809
1835	83803.15333
1836	83788.59952
1837	83776.51939
1838	83765.69947
1839	83755.98086
1840	83744.96124
1841	83736.27006
1842	83721.26734
1843	83704.02832
1844	83700.31497
1845	83687.73874
1846	83677.36055
1847	83669.77137
1848	83659.67377
1849	83649.22133
1850	83639.54064
1851	83631.3482
1852	83622.29433
1853	83612.86408
1854	83604.00373
1855	83596.89734
1856	83584.07759
1857	83572.72519
1858	83558.23141
1859	83548.20214
1860	83533.36975
1861	83524.41709
1862	83519.2538
1863	83509.66365
1864	83500.80222
1865	83480.74962
1866	83477.15479
1867	83462.33713
1868	83448.48418
1869	83429.60922
1870	83419.76407
1871	83411.5322
1872	83402.66253
1873	83392.74134
1874	83389.419
1875	83379.54285
1876	83369.05716
1877	83364.0109
1878	83356.68404
1879	83351.72457
1880	83342.61078
1881	83333.49195
1882	83329.99746
1883	83326.56348
1884	83318.8654
1885	83307.89787
1886	83295.35706
1887	83283.60356
1888	83272.48221
1889	83261.82241
1890	83252.0648
1891	83247.15541
1892	83241.83452
1893	83232.27134
1894	83224.64173
1895	83218.68674
1896	83209.82914
1897	83200.92575
1898	83194.70846
1899	83188.68279
1900	83179.90696
1901	83166.76746
1902	83153.57043
1903	83144.14202
1904	83138.2089
1905	83129.8425
1906	83117.42271
1907	83109.37565
1908	83092.02007
1909	83087.75128
1910	83083.26848
1911	83074.49274
1912	83064.33365
1913	83058.31654
1914	83045.10835
1915	83035.05632
1916	83025.64049
1917	83005.21082
1918	82996.27433
1919	82987.11013
1920	82970.29298
1921	82956.96717
1922	82948.54712
1923	82932.76904
1924	82923.18818
1925	82914.95516
1926	82905.77229
1927	82891.03224
1928	82885.10415
1929	82871.58243
1930	82854.28486
1931	82841.93902
1932	82830.57015
1933	82820.97132
1934	82808.44459
1935	82802.96044
1936	82791.93717
1937	82776.68314
1938	82757.19395
1939	82752.37025
1940	82739.23828
1941	82731.33045
1942	82713.90344
1943	82698.02766
1944	82677.28005
1945	82669.88978
1946	82661.62879
1947	82652.81889
1948	82647.88128
1949	82638.9165
1950	82628.8286
1951	82615.10087
1952	82589.22476
1953	82575.99283
1954	82562.42468
1955	82553.33198
1956	82545.45578
1957	82537.24142
1958	82529.60922
1959	82520.60633
1960	82511.72839
1961	82503.45549
1962	82490.98348
1963	82482.5211
1964	82473.93953
1965	82455.67189
1966	82441.6271
1967	82436.10175
1968	82425.97188
1969	82414.27048
1970	82401.11621
1971	82390.41693
1972	82381.77448
1973	82370.81602
1974	82358.5513
1975	82351.75843
1976	82343.52261
1977	82335.41622
1978	82326.89714
1979	82319.4657
1980	82310.1712
1981	82299.87257
1982	82288.13586
1983	82275.43993
1984	82262.93343
1985	82259.31196
1986	82254.11839
1987	82246.82558
1988	82234.3621
1989	82230.14071
1990	82219.66706
1991	82209.57663
1992	82196.07406
1993	82192.11372
1994	82184.91186
1995	82179.84698
1996	82172.5472
1997	82163.48532
1998	82149.45923
1999	82143.94941
2000	82137.03259
2001	82133.1027
2002	82124.48879
2003	82119.10054
2004	82109.32193
2005	82102.97952
2006	82096.25759
2007	82085.25728
2008	82071.54216
2009	82066.86132
2010	82059.21487
2011	82053.81831
2012	82042.62813
2013	82033.24235
2014	82028.30101
2015	82011.7431
2016	82006.53123
2017	81995.31903
2018	81985.50194
2019	81974.05782
2020	81968.77896
2021	81958.26142
2022	81951.02735
2023	81939.18892
2024	81931.05901
2025	81918.85859
2026	81915.11358
2027	81905.40915
2028	81892.12639
2029	81883.40726
2030	81873.45963
2031	81867.25268
2032	81856.32592
2033	81849.57222
2034	81841.21945
2035	81836.98363
2036	81825.80008
2037	81813.78046
2038	81805.10323
2039	81794.4874
2040	81787.14859
2041	81763.23746
2042	81756.15113
2043	81748.02552
2044	81737.28241
2045	81726.7687
2046	81712.79843
2047	81705.7197
2048	81700.53165
2049	81692.25506
2050	81680.45451
2051	81672.94403
2052	81668.54035
2053	81660.60269
2054	81650.91373
2055	81642.63375
2056	81633.68797
2057	81631.24985
2058	81618.23119
2059	81599.746
2060	81594.02067
2061	81583.83393
2062	81573.91394
2063	81562.62198
2064	81553.98254
2065	81546.71272
2066	81537.63948
2067	81533.67894
2068	81528.63425
2069	81517.53909
2070	81512.78262
2071	81507.70484
2072	81498.1733
2073	81481.84955
2074	81473.94752
2075	81459.20569
2076	81447.16117
2077	81437.63249
2078	81432.29707
2079	81428.05884
2080	81417.60555
2081	81408.21033
2082	81404.35151
2083	81396.02837
2084	81391.1372
2085	81382.44142
2086	81372.36871
2087	81364.3544
2088	81356.74239
2089	81348.26488
2090	81333.57353
2091	81328.57892
2092	81318.76198
2093	81309.61579
2094	81296.33246
2095	81286.15621
2096	81279.60371
2097	81275.89563
2098	81259.06061
2099	81246.62557
2100	81239.72012
2101	81230.96215
2102	81220.07584
2103	81210.4305
2104	81204.70882
2105	81187.39368
2106	81180.29615
2107	81170.1315
2108	81162.57369
2109	81152.75127
2110	81147.65581
2111	81140.83284
2112	81130.94271
2113	81118.99289
2114	81107.81893
2115	81099.42886
2116	81092.42761
2117	81087.41215
2118	81082.83145
2119	81070.7649
2120	81061.47285
2121	81057.46813
2122	81040.72962
2123	81031.11487
2124	81018.36705
2125	81008.95979
2126	81001.98142
2127	80993.55412
2128	80985.6824
2129	80974.28169
2130	80964.40051
2131	80959.05401
2132	80953.50906
2133	80943.91977
2134	80934.95658
2135	80925.02517
2136	80917.23372
2137	80908.94209
2138	80897.55707
2139	80889.6492
2140	80875.0267
2141	80867.13589
2142	80858.45601
2143	80846.6228
2144	80837.80596
2145	80827.65724
2146	80818.59944
2147	80808.99177
2148	80801.32798
2149	80793.93229
2150	80779.5499
2151	80771.47464
2152	80766.88434
2153	80759.8417
2154	80750.83463
2155	80744.05187
2156	80736.6605
2157	80728.42365
2158	80719.96281
2159	80712.40023
2160	80706.90379
2161	80698.53597
2162	80689.56054
2163	80681.15988
2164	80675.61864
2165	80669.87616
2166	80661.11787
2167	80652.69598
2168	80637.68286
2169	80622.52253
2170	80611.67725
2171	80604.55209
2172	80596.60365
2173	80586.89504
2174	80577.31706
2175	80566.61219
2176	80561.95172
2177	80551.00608
2178	80540.59594
2179	80530.10012
2180	80519.51997
2181	80505.89864
2182	80497.61968
2183	80489.48445
2184	80481.94163
2185	80474.26887
2186	80467.34315
2187	80456.79336
2188	80447.36008
2189	80441.19045
2190	80435.915
2191	80427.35074
2192	80421.55495
2193	80416.46084
2194	80408.33948
2195	80400.03422
2196	80392.44056
2197	80387.68555
2198	80372.64457
2199	80364.26593
2200	80356.45188
2201	80349.46504
2202	80345.04808
2203	80331.5968
2204	80321.15355
2205	80314.24678
2206	80305.21865
2207	80297.39076
2208	80288.86357
2209	80279.58556
2210	80267.6923
2211	80263.39742
2212	80254.99453
2213	80243.42001
2214	80234.2355
2215	80227.14525
2216	80221.14051
2217	80213.72587
2218	80203.6015
2219	80195.00762
2220	80189.00998
2221	80181.98605
2222	80175.69553
2223	80169.46385
2224	80163.18064
2225	80157.09752
2226	80147.06916
2227	80143.31152
2228	80133.77845
2229	80118.27724
2230	80107.49368
2231	80101.36191
2232	80091.54386
2233	80083.07265
2234	80075.42917
2235	80070.34089
2236	80061.96792
2237	80056.2274
2238	80050.78331
2239	80039.36871
2240	80034.02161
2241	80026.69129
2242	80018.58196
2243	80010.39194
2244	80003.86317
2245	79994.62203
2246	79983.07258
2247	79974.12941
2248	79965.82776
2249	79958.18548
2250	79948.67974
2251	79941.47178
2252	79933.3095
2253	79926.17183
2254	79918.14892
2255	79909.79935
2256	79900.88095
2257	79889.56208
2258	79883.92819
2259	79870.91871
2260	79863.55062
2261	79852.63714
2262	79843.93127
2263	79839.75998
2264	79829.04314
2265	79823.08732
2266	79818.96703
2267	79811.90641
2268	79799.09907
2269	79792.27055
2270	79786.88353
2271	79771.30197
2272	79764.09857
2273	79756.90201
2274	79744.96578
2275	79736.93029
2276	79730.96539
2277	79726.6111
2278	79711.03664
2279	79696.03236
2280	79688.18805
2281	79680.31035
2282	79669.92055
2283	79660.75214
2284	79657.69944
2285	79649.8068
2286	79645.17458
2287	79636.05153
2288	79627.60188
2289	79623.30008
2290	79617.89011
2291	79606.96226
2292	79603.19656
2293	79592.68165
2294	79584.74111
2295	79579.51554
2296	79573.28145
2297	79571.17728
2298	79566.82067
2299	79559.10969
2300	79554.68236
2301	79547.65171
2302	79538.40292
2303	79525.41241
2304	79516.42979
2305	79507.32548
2306	79497.33028
2307	79491.21874
2308	79486.29496
2309	79479.62246
2310	79474.11658
2311	79464.99351
2312	79457.39829
2313	79449.97465
2314	79442.35196
2315	79434.98542
2316	79426.60261
2317	79422.9181
2318	79408.23575
2319	79402.55429
2320	79401.05814
2321	79394.41429
2322	79380.26165
2323	79373.10589
2324	79364.0374
2325	79356.2852
2326	79346.22605
2327	79339.01813
2328	79327.14011
2329	79318.90917
2330	79314.79403
2331	79309.23309
2332	79302.29707
2333	79295.65631
2334	79291.88178
2335	79284.50815
2336	79269.08498
2337	79261.63792
2338	79253.2021
2339	79244.58479
2340	79238.84473
2341	79230.50975
2342	79226.03267
2343	79216.27827
2344	79208.45739
2345	79194.96156
2346	79186.14399
2347	79178.6438
2348	79172.72855
2349	79163.6814
2350	79153.12135
2351	79145.34048
2352	79137.76372
2353	79129.64935
2354	79119.27339
2355	79111.79709
2356	79105.5038
2357	79096.60795
2358	79087.91677
2359	79079.37841
2360	79074.80487
2361	79069.57557
2362	79062.86701
2363	79049.65323
2364	79042.91259
2365	79035.38474
2366	79028.61984
2367	79022.13918
2368	79014.9532
2369	79009.05489
2370	79000.90349
2371	78991.90009
2372	78983.80719
2373	78964.62185
2374	78958.19397
2375	78951.6986
2376	78949.5234
2377	78942.63954
2378	78933.19368
2379	78926.36976
2380	78917.34033
2381	78911.60495
2382	78894.09458
2383	78886.46678
2384	78870.68878
2385	78862.93186
2386	78855.46061
2387	78846.95689
2388	78840.93942
2389	78834.23689
2390	78828.26829
2391	78814.03244
2392	78808.23741
2393	78801.00412
2394	78790.47146
2395	78784.09354
2396	78776.87792
2397	78770.87005
2398	78763.02287
2399	78761.06105
2400	78754.99174
2401	78741.13993
2402	78731.31154
2403	78722.19268
2404	78712.79378
2405	78704.38233
2406	78696.98915
2407	78688.97104
2408	78680.35868
2409	78667.64958
2410	78658.09719
2411	78651.45504
2412	78636.70386
2413	78627.40806
2414	78622.05635
2415	78614.75549
2416	78607.96393
2417	78592.90832
2418	78586.18454
2419	78580.58153
2420	78573.69678
2421	78557.95691
2422	78553.42763
2423	78546.39404
2424	78539.37296
2425	78528.43722
2426	78511.42377
2427	78502.25061
2428	78493.62941
2429	78488.00484
2430	78483.91184
2431	78475.84925
2432	78470.87028
2433	78464.75309
2434	78455.58134
2435	78448.76328
2436	78442.21493
2437	78438.67753
2438	78424.24642
2439	78416.19567
2440	78408.61269
2441	78398.53965
2442	78390.9776
2443	78382.96685
2444	78377.91405
2445	78373.87469
2446	78367.84614
2447	78361.86188
2448	78340.97808
2449	78329.944
2450	78320.9707
2451	78314.01459
2452	78303.17109
2453	78289.87662
2454	78285.67117
2455	78279.12687
2456	78271.09461
2457	78267.51957
2458	78260.94547
2459	78257.47327
2460	78247.93834
2461	78239.72549
2462	78225.14245
2463	78217.58185
2464	78211.66324
2465	78207.09556
2466	78199.79666
2467	78191.87576
2468	78187.95705
2469	78181.78087
2470	78172.79585
2471	78167.34631
2472	78157.62534
2473	78151.4539
2474	78143.51627
2475	78136.89779
2476	78128.59092
2477	78114.49737
2478	78107.95234
2479	78105.01785
2480	78093.96978
2481	78086.34375
2482	78075.16092
2483	78065.37093
2484	78052.85766
2485	78042.68771
2486	78030.74266
2487	78023.34367
2488	78017.06811
2489	78009.29418
2490	78006.01155
2491	77991.14564
2492	77982.50638
2493	77977.2361
2494	77967.92701
2495	77963.08562
2496	77954.23916
2497	77939.7239
2498	77935.99161
2499	77928.09164
2500	77921.19841
2501	77917.13586
2502	77907.28893
2503	77896.16819
2504	77886.60629
2505	77881.51922
2506	77875.17944
2507	77869.63701
2508	77863.59902
2509	77857.4314
2510	77851.04497
2511	77844.309
2512	77837.15176
2513	77826.79555
2514	77820.01903
2515	77807.99371
2516	77802.39614
2517	77790.6508
2518	77781.53979
2519	77772.10371
2520	77764.98772
2521	77757.01577
2522	77750.74976
2523	77743.19114
2524	77739.73431
2525	77734.07817
2526	77720.92097
2527	77714.00455
2528	77708.63226
2529	77694.89253
2530	77689.5937
2531	77677.26235
2532	77673.66605
2533	77663.9453
2534	77656.79884
2535	77650.48865
2536	77643.70431
2537	77636.73221
2538	77631.71998
2539	77618.7222
2540	77611.20409
2541	77599.23024
2542	77594.1903
2543	77580.01353
2544	77572.53777
2545	77568.81292
2546	77564.9923
2547	77557.15773
2548	77549.81279
2549	77543.86069
2550	77538.40809
2551	77532.28776
2552	77525.62731
2553	77513.58724
2554	77508.00255
2555	77499.5156
2556	77491.55813
2557	77487.36009
2558	77483.36586
2559	77476.70219
2560	77470.73519
2561	77463.65806
2562	77458.4749
2563	77453.71964
2564	77449.31705
2565	77442.32104
2566	77435.20847
2567	77423.8247
2568	77416.84338
2569	77412.2601
2570	77408.10473
2571	77400.04313
2572	77394.1973
2573	77387.01756
2574	77380.15069
2575	77376.22758
2576	77365.52483
2577	77360.35153
2578	77351.74534
2579	77342.51458
2580	77337.46533
2581	77333.85005
2582	77326.1898
2583	77317.24155
2584	77312.15624
2585	77299.49397
2586	77288.36245
2587	77284.70566
2588	77279.60875
2589	77265.48712
2590	77260.05814
2591	77246.5027
2592	77238.43857
2593	77233.54131
2594	77224.47687
2595	77215.53726
2596	77204.35184
2597	77196.47315
2598	77190.20889
2599	77185.78489
2600	77179.39861
2601	77173.33401
2602	77168.30398
2603	77163.64215
2604	77155.25239
2605	77148.45648
2606	77137.74953
2607	77131.68996
2608	77125.17108
2609	77113.76403
2610	77108.14123
2611	77104.38614
2612	77100.11689
2613	77089.60011
2614	77079.42352
2615	77069.52375
2616	77056.52825
2617	77050.64034
2618	77042.21639
2619	77035.45686
2620	77029.65885
2621	77020.8556
2622	77010.79753
2623	77005.92315
2624	77002.1227
2625	76998.0551
2626	76989.63224
2627	76976.7526
2628	76963.14651
2629	76958.17138
2630	76954.06162
2631	76950.02711
2632	76943.3508
2633	76937.71559
2634	76929.53937
2635	76924.02914
2636	76914.73273
2637	76906.98359
2638	76893.13765
2639	76885.58636
2640	76878.40001
2641	76866.33598
2642	76860.73655
2643	76856.35479
2644	76850.45042
2645	76844.6558
2646	76839.83571
2647	76836.04474
2648	76829.28384
2649	76822.55735
2650	76815.05245
2651	76810.2431
2652	76805.41367
2653	76798.94227
2654	76792.23498
2655	76787.57008
2656	76775.51443
2657	76768.99322
2658	76756.11082
2659	76748.7473
2660	76742.19232
2661	76739.4339
2662	76729.33898
2663	76718.38353
2664	76710.43964
2665	76699.22508
2666	76691.15905
2667	76685.25445
2668	76671.6086
2669	76662.01129
2670	76654.60464
2671	76649.29831
2672	76642.22902
2673	76639.45548
2674	76632.99133
2675	76622.69788
2676	76615.77281
2677	76607.22288
2678	76604.01867
2679	76597.06769
2680	76589.1947
2681	76583.62116
2682	76572.12252
2683	76566.30705
2684	76559.89011
2685	76552.05667
2686	76545.16292
2687	76536.79672
2688	76531.89439
2689	76522.71723
2690	76518.35074
2691	76511.86257
2692	76506.85121
2693	76503.31963
2694	76495.53696
2695	76489.12757
2696	76482.66998
2697	76475.83599
2698	76471.36579
2699	76462.1673
2700	76451.70229
2701	76446.51579
2702	76434.06235
2703	76428.28728
2704	76425.41264
2705	76423.08135
2706	76417.4278
2707	76410.10243
2708	76404.24833
2709	76398.26262
2710	76393.3178
2711	76388.76381
2712	76385.52676
2713	76376.61565
2714	76369.66039
2715	76364.72581
2716	76359.40433
2717	76346.93615
2718	76341.25621
2719	76336.30509
2720	76329.78054
2721	76323.11871
2722	76317.37987
2723	76311.14401
2724	76306.79386
2725	76294.82539
2726	76288.13462
2727	76282.11307
2728	76272.07019
2729	76260.08496
2730	76256.41776
2731	76252.18365
2732	76251.24109
2733	76247.53932
2734	76245.90491
2735	76241.14665
2736	76232.28882
2737	76227.68751
2738	76220.73992
2739	76208.74546
2740	76200.274
2741	76191.21939
2742	76179.37721
2743	76171.4318
2744	76162.67666
2745	76159.53184
2746	76152.44231
2747	76138.94399
2748	76131.27076
2749	76121.83559
2750	76118.7946
2751	76110.75594
2752	76103.75368
2753	76100.11872
2754	76093.14322
2755	76082.69414
2756	76077.31878
2757	76072.53478
2758	76064.423
2759	76060.00574
2760	76055.62986
2761	76046.71427
2762	76041.6808
2763	76033.35672
2764	76028.36712
2765	76022.95171
2766	76016.80833
2767	76006.80184
2768	76002.31815
2769	75997.43308
2770	75991.96435
2771	75987.31404
2772	75979.69438
2773	75975.0352
2774	75967.38371
2775	75958.43034
2776	75951.13726
2777	75941.4855
2778	75935.25253
2779	75929.51903
2780	75925.37948
2781	75917.36236
2782	75909.37171
2783	75896.73148
2784	75893.07233
2785	75887.84258
2786	75883.49155
2787	75879.55328
2788	75873.40143
2789	75867.27402
2790	75862.63145
2791	75857.40303
2792	75851.30898
2793	75844.69804
2794	75839.66974
2795	75836.61781
2796	75831.64143
2797	75828.50486
2798	75825.21461
2799	75817.88179
2800	75813.12324
2801	75806.59589
2802	75798.83815
2803	75791.44527
2804	75785.13009
2805	75777.63733
2806	75775.04104
2807	75769.52951
2808	75765.26493
2809	75759.53055
2810	75751.46546
2811	75745.40126
2812	75739.27692
2813	75734.13351
2814	75726.66712
2815	75720.7503
2816	75713.68595
2817	75709.40457
2818	75702.54497
2819	75696.84058
2820	75689.94942
2821	75683.7928
2822	75672.4649
2823	75664.84528
2824	75657.21715
2825	75650.38253
2826	75643.52402
2827	75635.31028
2828	75631.48791
2829	75620.87732
2830	75613.06038
2831	75604.9757
2832	75599.09647
2833	75596.15492
2834	75588.96653
2835	75582.19632
2836	75574.40344
2837	75562.98603
2838	75556.6123
2839	75552.71788
2840	75545.42676
2841	75538.11136
2842	75533.06585
2843	75526.80374
2844	75518.05919
2845	75514.82747
2846	75511.67562
2847	75505.0894
2848	75494.05971
2849	75488.30542
2850	75484.0559
2851	75473.74659
2852	75470.18482
2853	75462.88578
2854	75451.0684
2855	75441.84302
2856	75429.73906
2857	75423.87771
2858	75410.5231
2859	75405.53228
2860	75399.83492
2861	75393.87532
2862	75390.84272
2863	75383.79658
2864	75372.0697
2865	75363.52666
2866	75357.66132
2867	75353.01051
2868	75349.08267
2869	75341.64127
2870	75334.86212
2871	75329.44617
2872	75323.61209
2873	75319.13261
2874	75313.4669
2875	75305.05748
2876	75298.50142
2877	75293.58361
2878	75283.73135
2879	75278.77078
2880	75269.44435
2881	75264.19773
2882	75259.46017
2883	75254.90015
2884	75249.89426
2885	75245.11763
2886	75241.37936
2887	75232.94555
2888	75227.03269
2889	75219.47707
2890	75207.42252
2891	75202.20816
2892	75193.82989
2893	75190.42851
2894	75184.36392
2895	75180.18384
2896	75174.91389
2897	75170.21941
2898	75163.48924
2899	75155.90224
2900	75151.92663
2901	75148.99749
2902	75142.82521
2903	75139.43355
2904	75136.47329
2905	75130.94841
2906	75126.45065
2907	75120.52731
2908	75117.57588
2909	75113.48573
2910	75107.32641
2911	75102.84275
2912	75096.68916
2913	75092.01607
2914	75084.69492
2915	75076.11406
2916	75065.93067
2917	75059.04749
2918	75052.16405
2919	75042.88009
2920	75039.29621
2921	75030.93034
2922	75023.63761
2923	75019.48503
2924	75015.16736
2925	75009.85618
2926	75005.41887
2927	75000.69686
2928	74994.8389
2929	74991.51999
2930	74983.20075
2931	74972.74867
2932	74965.7971
2933	74959.64977
2934	74950.90223
2935	74944.53483
2936	74933.33174
2937	74926.21404
2938	74917.02033
2939	74911.8984
2940	74908.59702
2941	74900.44212
2942	74894.84179
2943	74889.05557
2944	74886.07676
2945	74877.73719
2946	74868.25414
2947	74861.20545
2948	74856.19446
2949	74849.21951
2950	74841.88417
2951	74835.24426
2952	74829.61011
2953	74820.44702
2954	74814.3662
2955	74811.12323
2956	74803.68338
2957	74794.73193
2958	74787.40183
2959	74778.51425
2960	74771.87039
2961	74765.1918
2962	74760.33758
2963	74756.71018
2964	74749.63815
2965	74741.28467
2966	74733.27572
2967	74729.82896
2968	74724.22705
2969	74719.63128
2970	74711.13268
2971	74706.01544
2972	74702.28659
2973	74698.40352
2974	74695.06004
2975	74689.97079
2976	74686.35656
2977	74679.87437
2978	74673.58317
2979	74667.25293
2980	74661.30671
2981	74654.01846
2982	74649.80001
2983	74639.15088
2984	74631.16002
2985	74625.95766
2986	74619.83818
2987	74617.41083
2988	74614.40766
2989	74606.22891
2990	74597.43808
2991	74580.29992
2992	74573.39549
2993	74570.58335
2994	74562.33599
2995	74555.20007
2996	74550.66851
2997	74544.82849
2998	74537.20489
2999	74533.70769
3000	74522.96064
3001	74515.76121
3002	74508.87707
3003	74505.36813
3004	74495.74043
3005	74488.53957
3006	74481.77909
3007	74473.58969
3008	74464.0128
3009	74454.86621
3010	74449.55033
3011	74445.05455
3012	74437.06997
3013	74432.15382
3014	74429.30043
3015	74421.62521
3016	74416.1149
3017	74404.94369
3018	74395.94588
3019	74388.16668
3020	74383.3457
3021	74378.5423
3022	74368.83313
3023	74364.64564
3024	74357.66952
3025	74349.02717
3026	74344.99051
3027	74339.25843
3028	74332.71504
3029	74327.3034
3030	74322.18759
3031	74319.53065
3032	74313.54814
3033	74309.59494
3034	74303.77086
3035	74297.24686
3036	74291.41595
3037	74284.00067
3038	74279.40121
3039	74274.34939
3040	74270.91126
3041	74262.72875
3042	74255.46657
3043	74249.61463
3044	74243.37035
3045	74240.52503
3046	74236.46691
3047	74231.03583
3048	74222.7319
3049	74216.66976
3050	74212.68825
3051	74202.4986
3052	74196.22613
3053	74192.19204
3054	74182.58592
3055	74175.65654
3056	74170.77146
3057	74165.92874
3058	74159.81697
3059	74151.06921
3060	74146.48633
3061	74144.52851
3062	74136.71352
3063	74130.08575
3064	74123.34711
3065	74116.10553
3066	74113.37477
3067	74105.27771
3068	74100.76309
3069	74094.41154
3070	74088.23857
3071	74079.09131
3072	74072.72895
3073	74065.54886
3074	74056.8335
3075	74046.31986
3076	74041.81876
3077	74035.60516
3078	74029.81504
3079	74022.26131
3080	74016.22861
3081	74012.82781
3082	74008.07388
3083	73999.89807
3084	73995.10109
3085	73986.78466
3086	73979.15262
3087	73974.64376
3088	73968.16224
3089	73959.7634
3090	73955.89019
3091	73948.53212
3092	73941.84755
3093	73934.14858
3094	73929.46793
3095	73924.70823
3096	73918.0582
3097	73909.31397
3098	73904.01222
3099	73897.93614
3100	73887.0916
3101	73879.27459
3102	73873.00225
3103	73866.50932
3104	73865.89745
3105	73861.51376
3106	73858.02871
3107	73845.06461
3108	73839.59397
3109	73836.02555
3110	73832.34689
3111	73829.87084
3112	73822.99522
3113	73816.88532
3114	73807.4241
3115	73801.03429
3116	73797.20667
3117	73791.70319
3118	73783.98753
3119	73774.13256
3120	73768.90411
3121	73764.61736
3122	73756.53318
3123	73747.88118
3124	73744.05274
3125	73741.31733
3126	73737.8683
3127	73731.74174
3128	73724.4062
3129	73714.77485
3130	73708.65758
3131	73707.88502
3132	73703.11276
3133	73696.4034
3134	73689.71613
3135	73683.38454
3136	73677.17394
3137	73666.94618
3138	73662.11549
3139	73659.01515
3140	73652.6788
3141	73647.88275
3142	73640.00048
3143	73630.57686
3144	73625.6898
3145	73617.31849
3146	73614.04929
3147	73606.68477
3148	73600.97683
3149	73590.53788
3150	73584.68775
3151	73578.82998
3152	73577.13087
3153	73573.21723
3154	73566.91445
3155	73562.54137
3156	73558.7883
3157	73555.26381
3158	73546.18113
3159	73540.68347
3160	73535.07824
3161	73528.74956
3162	73522.31014
3163	73513.53757
3164	73508.5056
3165	73499.95672
3166	73495.64073
3167	73485.84652
3168	73481.63085
3169	73477.57633
3170	73471.22807
3171	73468.19448
3172	73464.15137
3173	73460.73317
3174	73456.62325
3175	73451.04583
3176	73445.69925
3177	73435.64391
3178	73427.24525
3179	73420.93067
3180	73416.06564
3181	73410.71689
3182	73403.86801
3183	73403.09773
3184	73397.08062
3185	73390.10363
3186	73385.4099
3187	73380.20285
3188	73377.13023
3189	73371.01102
3190	73366.62423
3191	73359.04369
3192	73350.2408
3193	73345.35245
3194	73342.38992
3195	73333.68729
3196	73328.13267
3197	73322.2827
3198	73317.23068
3199	73311.81527
3200	73307.6651
3201	73299.363
3202	73293.186
3203	73290.17966
3204	73284.69062
3205	73278.77551
3206	73275.20574
3207	73271.19973
3208	73260.58584
3209	73254.10065
3210	73248.66496
3211	73242.44547
3212	73238.01811
3213	73231.29134
3214	73225.35387
3215	73214.22463
3216	73206.30771
3217	73198.54826
3218	73190.53847
3219	73181.51995
3220	73173.32363
3221	73164.96394
3222	73158.98601
3223	73153.04755
3224	73146.22033
3225	73137.49955
3226	73132.2022
3227	73127.68946
3228	73124.39514
